primary_label,s3_key
Leptodactylus fuscus,data/audio_specs/22973/iNat331404_chunk_2.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat154035_chunk_3.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC245452_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC920803_chunk_1.npy
Engystomops pustulosus,data/audio_specs/65448/iNat304517_chunk_15.npy
Pristimantis taeniatus,data/audio_specs/66893/XC941288_chunk_4.npy
Falco sparverius,data/audio_specs/amekes/XC59480_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat119976_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC473676_chunk_5.npy
Falco sparverius,data/audio_specs/amekes/XC580444_chunk_8.npy
Rhinella horribilis,data/audio_specs/517119/iNat928527_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/iNat597267_chunk_2.npy
Leptodactylus fuscus,data/audio_specs/22973/XC892927_chunk_4.npy
Panthera onca,data/audio_specs/41970/iNat327629_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1276383_chunk_4.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat103569_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat1158378_chunk_7.npy
Falco sparverius,data/audio_specs/amekes/XC565024_chunk_4.npy
Engystomops pustulosus,data/audio_specs/65448/iNat304517_chunk_9.npy
Falco sparverius,data/audio_specs/amekes/XC147273_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat74629_chunk_8.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat48803_chunk_7.npy
Procyon lotor,data/audio_specs/41663/iNat70154_chunk_9.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat761669_chunk_4.npy
Engystomops pustulosus,data/audio_specs/65448/iNat623007_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC483212_chunk_19.npy
Falco sparverius,data/audio_specs/amekes/XC578157_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat530126_chunk_4.npy
Allobates femoralis,data/audio_specs/21211/XC882657_chunk_11.npy
Falco sparverius,data/audio_specs/amekes/XC114061_chunk_7.npy
Falco sparverius,data/audio_specs/amekes/XC772375_chunk_8.npy
Leucostethus fraterdanieli,data/audio_specs/787625/iNat400557_chunk_2.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC769595_chunk_0.npy
Scinax ruber,data/audio_specs/24322/XC882880_chunk_13.npy
Engystomops pustulosus,data/audio_specs/65448/iNat304517_chunk_8.npy
Procyon lotor,data/audio_specs/41663/iNat52175_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC375505_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat357966_chunk_2.npy
Dendropsophus ebraccatus,data/audio_specs/65349/iNat1108702_chunk_3.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC618025_chunk_4.npy
Panthera onca,data/audio_specs/41970/XC564868_chunk_0.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1154010_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC238264_chunk_1.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat567927_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat482041_chunk_0.npy
Procyon lotor,data/audio_specs/41663/XC144437_chunk_9.npy
Falco sparverius,data/audio_specs/amekes/XC254589_chunk_17.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC741063_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC257401_chunk_2.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat34849_chunk_3.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat292304_chunk_5.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1122209_chunk_9.npy
Engystomops pustulosus,data/audio_specs/65448/iNat50409_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat841035_chunk_0.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat297886_chunk_4.npy
Falco sparverius,data/audio_specs/amekes/XC598753_chunk_10.npy
Leptodactylus savagei,data/audio_specs/65962/iNat615663_chunk_0.npy
Dendropsophus bogerti,data/audio_specs/65336/iNat521536_chunk_0.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1207347_chunk_14.npy
Falco sparverius,data/audio_specs/amekes/XC213165_chunk_2.npy
Boana boans,data/audio_specs/555086/XC882683_chunk_19.npy
Falco sparverius,data/audio_specs/amekes/XC254588_chunk_16.npy
Falco sparverius,data/audio_specs/amekes/XC483212_chunk_30.npy
Scinax ruber,data/audio_specs/24322/XC882878_chunk_27.npy
Boana boans,data/audio_specs/555086/iNat153413_chunk_8.npy
Allobates femoralis,data/audio_specs/21211/XC882657_chunk_12.npy
Falco sparverius,data/audio_specs/amekes/XC213165_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC606523_chunk_2.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat839779_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC728900_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat89022_chunk_6.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat758165_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat115920_chunk_6.npy
Leptodactylus savagei,data/audio_specs/65962/iNat380246_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC565023_chunk_7.npy
Rhinella horribilis,data/audio_specs/517119/iNat189756_chunk_0.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat578290_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat1127617_chunk_21.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC257912_chunk_2.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat326854_chunk_2.npy
Alouatta seniculus,data/audio_specs/566513/iNat208383_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat1277094_chunk_4.npy
Alouatta seniculus,data/audio_specs/566513/iNat879932_chunk_16.npy
Procyon lotor,data/audio_specs/41663/iNat372425_chunk_11.npy
Procyon lotor,data/audio_specs/41663/iNat841035_chunk_1.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat34849_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat218912_chunk_6.npy
Allobates femoralis,data/audio_specs/21211/XC882658_chunk_16.npy
Falco sparverius,data/audio_specs/amekes/XC598756_chunk_6.npy
Engystomops pustulosus,data/audio_specs/65448/iNat687625_chunk_0.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1207347_chunk_5.npy
Rhinella horribilis,data/audio_specs/517119/iNat627646_chunk_2.npy
Rhinella horribilis,data/audio_specs/517119/iNat1191308_chunk_6.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat28982_chunk_2.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC176510_chunk_2.npy
Panthera onca,data/audio_specs/41970/XC564885_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat1088351_chunk_6.npy
Engystomops pustulosus,data/audio_specs/65448/iNat846206_chunk_1.npy
Allobates femoralis,data/audio_specs/21211/XC920872_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC914028_chunk_0.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1207345_chunk_18.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882988_chunk_8.npy
Procyon lotor,data/audio_specs/41663/iNat140497_chunk_1.npy
Pristimantis taeniatus,data/audio_specs/66893/iNat1109827_chunk_7.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat341638_chunk_2.npy
Engystomops pustulosus,data/audio_specs/65448/iNat233790_chunk_4.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat472610_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat135564_chunk_11.npy
Rhinella horribilis,data/audio_specs/517119/iNat1191308_chunk_2.npy
Leptodactylus insularum,data/audio_specs/126247/XC941297_chunk_2.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC238129_chunk_4.npy
Smilisca phaeota,data/audio_specs/24272/iNat341657_chunk_4.npy
Engystomops pustulosus,data/audio_specs/65448/iNat925724_chunk_0.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC745516_chunk_8.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882995_chunk_18.npy
Procyon lotor,data/audio_specs/41663/iNat287461_chunk_7.npy
Procyon lotor,data/audio_specs/41663/iNat524625_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat28982_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC362208_chunk_18.npy
Procyon lotor,data/audio_specs/41663/iNat679506_chunk_5.npy
Leptodactylus fragilis,data/audio_specs/22976/XC893972_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC466449_chunk_10.npy
Rhinella horribilis,data/audio_specs/517119/iNat949336_chunk_1.npy
Procyon lotor,data/audio_specs/41663/XC144437_chunk_35.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat287261_chunk_3.npy
Rhinella horribilis,data/audio_specs/517119/iNat1110670_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_23.npy
Falco sparverius,data/audio_specs/amekes/XC598758_chunk_4.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat953646_chunk_5.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat348132_chunk_11.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC181742_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat565772_chunk_3.npy
Scinax ruber,data/audio_specs/24322/XC882877_chunk_2.npy
Rhinella horribilis,data/audio_specs/517119/iNat922620_chunk_4.npy
Bradypus variegatus,data/audio_specs/47067/iNat68676_chunk_8.npy
Boana boans,data/audio_specs/555086/XC882683_chunk_18.npy
Leptodactylus insularum,data/audio_specs/126247/iNat320679_chunk_0.npy
Espadarana prosoblepon,data/audio_specs/134933/XC941298_chunk_7.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1022191_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC56416_chunk_15.npy
Engystomops pustulosus,data/audio_specs/65448/iNat925724_chunk_5.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat502463_chunk_1.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat50974_chunk_8.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat218912_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC418893_chunk_0.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat525224_chunk_0.npy
Rhinella horribilis,data/audio_specs/517119/iNat335152_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat44038_chunk_13.npy
Procyon lotor,data/audio_specs/41663/iNat1215114_chunk_10.npy
Colostethus inguinalis,data/audio_specs/21038/iNat297879_chunk_0.npy
Rhinella horribilis,data/audio_specs/517119/iNat521786_chunk_0.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat502474_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat313992_chunk_20.npy
Procyon lotor,data/audio_specs/41663/iNat480453_chunk_13.npy
Falco sparverius,data/audio_specs/amekes/XC598755_chunk_2.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat859872_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat290712_chunk_12.npy
Procyon lotor,data/audio_specs/41663/iNat74629_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC482875_chunk_10.npy
Procyon lotor,data/audio_specs/41663/iNat173251_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat50409_chunk_3.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat472609_chunk_1.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat134883_chunk_1.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat1245802_chunk_1.npy
Allobates femoralis,data/audio_specs/21211/XC882648_chunk_6.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC639264_chunk_2.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1122209_chunk_11.npy
Falco sparverius,data/audio_specs/amekes/XC681907_chunk_4.npy
Scinax ruber,data/audio_specs/24322/XC882878_chunk_35.npy
Procyon lotor,data/audio_specs/41663/iNat461258_chunk_6.npy
Procyon lotor,data/audio_specs/41663/iNat1277094_chunk_3.npy
Rhinella horribilis,data/audio_specs/517119/iNat949336_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat530126_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat1277094_chunk_27.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat630711_chunk_32.npy
Procyon lotor,data/audio_specs/41663/iNat382025_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_19.npy
Rhinella horribilis,data/audio_specs/517119/iNat627646_chunk_0.npy
Alouatta seniculus,data/audio_specs/566513/iNat60494_chunk_3.npy
Smilisca phaeota,data/audio_specs/24272/iNat715387_chunk_2.npy
Engystomops pustulosus,data/audio_specs/65448/XC882770_chunk_11.npy
Falco sparverius,data/audio_specs/amekes/XC341005_chunk_1.npy
Rhinella horribilis,data/audio_specs/517119/iNat100151_chunk_15.npy
Procyon lotor,data/audio_specs/41663/iNat786010_chunk_0.npy
Smilisca phaeota,data/audio_specs/24272/iNat956047_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat1240392_chunk_5.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat630711_chunk_18.npy
Procyon lotor,data/audio_specs/41663/iNat126448_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat74306_chunk_7.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_41.npy
Procyon lotor,data/audio_specs/41663/iNat181697_chunk_6.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat859872_chunk_24.npy
Procyon lotor,data/audio_specs/41663/iNat370369_chunk_3.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat32482_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC603740_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat853280_chunk_21.npy
Falco sparverius,data/audio_specs/amekes/XC160904_chunk_3.npy
Boana boans,data/audio_specs/555086/iNat67119_chunk_4.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat502474_chunk_1.npy
Sciurus granatensis,data/audio_specs/46010/iNat913511_chunk_11.npy
Puma concolor,data/audio_specs/42007/iNat500217_chunk_22.npy
Engystomops pustulosus,data/audio_specs/65448/iNat145062_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC432334_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_45.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat341638_chunk_5.npy
Trachycephalus typhonius,data/audio_specs/67252/XC883000_chunk_3.npy
Scinax ruber,data/audio_specs/24322/XC882878_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat839812_chunk_5.npy
Rhinella horribilis,data/audio_specs/517119/XC893992_chunk_0.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat585061_chunk_4.npy
Rhinella horribilis,data/audio_specs/517119/iNat126773_chunk_2.npy
Boana boans,data/audio_specs/555086/XC882683_chunk_13.npy
Rhinella horribilis,data/audio_specs/517119/iNat348445_chunk_5.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat583591_chunk_19.npy
Panthera onca,data/audio_specs/41970/XC564865_chunk_15.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat924134_chunk_1.npy
Sciurus granatensis,data/audio_specs/46010/iNat247099_chunk_4.npy
Falco sparverius,data/audio_specs/amekes/XC483212_chunk_20.npy
Sciurus granatensis,data/audio_specs/46010/iNat579430_chunk_2.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat870999_chunk_1.npy
Allobates femoralis,data/audio_specs/21211/XC882646_chunk_16.npy
Smilisca phaeota,data/audio_specs/24272/XC893991_chunk_0.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1109157_chunk_2.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat226804_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat841035_chunk_8.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat127552_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat31509_chunk_3.npy
Scinax ruber,data/audio_specs/24322/iNat934849_chunk_1.npy
Espadarana prosoblepon,data/audio_specs/134933/iNat1160199_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_15.npy
Procyon lotor,data/audio_specs/41663/iNat846727_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat1099468_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat1026967_chunk_6.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat573035_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC882659_chunk_13.npy
Elachistocleis panamensis,data/audio_specs/476538/XC926710_chunk_11.npy
Allobates femoralis,data/audio_specs/21211/XC882659_chunk_21.npy
Falco sparverius,data/audio_specs/amekes/XC48475_chunk_8.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat32633_chunk_2.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat530453_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC452613_chunk_0.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC443449_chunk_11.npy
Engystomops pustulosus,data/audio_specs/65448/iNat145061_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat590973_chunk_3.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882793_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat530125_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat89022_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1240391_chunk_3.npy
Smilisca phaeota,data/audio_specs/24272/iNat341657_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC598753_chunk_6.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1226844_chunk_6.npy
Boana pugnax,data/audio_specs/555142/iNat337414_chunk_3.npy
Boana boans,data/audio_specs/555086/XC882682_chunk_5.npy
Engystomops pustulosus,data/audio_specs/65448/iNat233790_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC565024_chunk_9.npy
Procyon lotor,data/audio_specs/41663/XC144437_chunk_7.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat103569_chunk_2.npy
Engystomops pustulosus,data/audio_specs/65448/iNat53421_chunk_2.npy
Leptodactylus savagei,data/audio_specs/65962/iNat1109807_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC114061_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat76981_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat859872_chunk_22.npy
Engystomops pustulosus,data/audio_specs/65448/iNat145062_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat124707_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC214256_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1277094_chunk_13.npy
Procyon lotor,data/audio_specs/41663/XC144437_chunk_27.npy
Procyon lotor,data/audio_specs/41663/iNat1105534_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat488163_chunk_12.npy
Procyon lotor,data/audio_specs/41663/iNat480453_chunk_0.npy
Bradypus variegatus,data/audio_specs/47067/iNat68676_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat246272_chunk_34.npy
Procyon lotor,data/audio_specs/41663/iNat126448_chunk_6.npy
Pristimantis achatinus,data/audio_specs/66531/iNat445441_chunk_3.npy
Dendropsophus microcephalus,data/audio_specs/65373/XC882753_chunk_19.npy
Puma concolor,data/audio_specs/42007/iNat841408_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC466449_chunk_12.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882997_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_31.npy
Boana pugnax,data/audio_specs/555142/iNat31004_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat926814_chunk_6.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_37.npy
Falco sparverius,data/audio_specs/amekes/XC772376_chunk_2.npy
Sciurus granatensis,data/audio_specs/46010/iNat913511_chunk_19.npy
Engystomops pustulosus,data/audio_specs/65448/iNat341652_chunk_0.npy
Engystomops pustulosus,data/audio_specs/65448/XC893965_chunk_2.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1208970_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC466449_chunk_15.npy
Engystomops pustulosus,data/audio_specs/65448/iNat304517_chunk_12.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat1243033_chunk_1.npy
Rheobates palmatus,data/audio_specs/67082/iNat594579_chunk_6.npy
Panthera onca,data/audio_specs/41970/XC564865_chunk_10.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC618023_chunk_19.npy
Procyon lotor,data/audio_specs/41663/iNat1088351_chunk_2.npy
Dendropsophus bogerti,data/audio_specs/65336/iNat1122212_chunk_4.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1207347_chunk_17.npy
Falco sparverius,data/audio_specs/amekes/XC598753_chunk_2.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat838978_chunk_1.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC298938_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC375505_chunk_12.npy
Dendropsophus ebraccatus,data/audio_specs/65349/iNat65524_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_22.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat100153_chunk_5.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat397661_chunk_1.npy
Boana pugnax,data/audio_specs/555142/iNat761666_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1143361_chunk_13.npy
Engystomops pustulosus,data/audio_specs/65448/XC893965_chunk_9.npy
Falco sparverius,data/audio_specs/amekes/XC443812_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat926814_chunk_20.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC443449_chunk_6.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1190292_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat313992_chunk_11.npy
Procyon lotor,data/audio_specs/41663/iNat1258651_chunk_5.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat554680_chunk_2.npy
Alouatta seniculus,data/audio_specs/566513/iNat796863_chunk_4.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat1239167_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC362208_chunk_11.npy
Falco sparverius,data/audio_specs/amekes/XC772375_chunk_19.npy
Falco sparverius,data/audio_specs/amekes/XC606523_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1198033_chunk_8.npy
Panthera onca,data/audio_specs/41970/XC564867_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat840746_chunk_13.npy
Dendropsophus bogerti,data/audio_specs/65336/iNat865751_chunk_11.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat924134_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat1059575_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat29017_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC570886_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC913977_chunk_0.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat630711_chunk_9.npy
Allobates femoralis,data/audio_specs/21211/iNat998468_chunk_1.npy
Dendropsophus microcephalus,data/audio_specs/65373/XC882753_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882798_chunk_21.npy
Leptodactylus insularum,data/audio_specs/126247/iNat320679_chunk_3.npy
Lithobates vaillanti,data/audio_specs/66016/XC893981_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC882646_chunk_9.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat255294_chunk_0.npy
Engystomops pustulosus,data/audio_specs/65448/iNat76004_chunk_4.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1208550_chunk_34.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1154010_chunk_0.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1022191_chunk_18.npy
Puma concolor,data/audio_specs/42007/iNat987929_chunk_5.npy
Sciurus granatensis,data/audio_specs/46010/iNat913511_chunk_17.npy
Falco sparverius,data/audio_specs/amekes/XC375505_chunk_38.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882992_chunk_1.npy
Procyon lotor,data/audio_specs/41663/XC144437_chunk_5.npy
Dendropsophus ebraccatus,data/audio_specs/65349/iNat297888_chunk_1.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC659549_chunk_2.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC618025_chunk_1.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1109204_chunk_2.npy
Alouatta seniculus,data/audio_specs/566513/iNat569946_chunk_4.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat132256_chunk_17.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat326860_chunk_6.npy
Trachycephalus typhonius,data/audio_specs/67252/XC883000_chunk_4.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882998_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC598756_chunk_8.npy
Falco sparverius,data/audio_specs/amekes/XC253935_chunk_0.npy
Engystomops pustulosus,data/audio_specs/65448/iNat623007_chunk_1.npy
Boana boans,data/audio_specs/555086/XC882685_chunk_5.npy
Dendropsophus bogerti,data/audio_specs/65336/iNat865751_chunk_10.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882996_chunk_13.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat867912_chunk_0.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC245452_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC443812_chunk_2.npy
Allobates femoralis,data/audio_specs/21211/XC882652_chunk_13.npy
Procyon lotor,data/audio_specs/41663/iNat135564_chunk_10.npy
Alouatta seniculus,data/audio_specs/566513/iNat832952_chunk_7.npy
Hyalinobatrachium tatayoi,data/audio_specs/65547/XC941286_chunk_1.npy
Boana boans,data/audio_specs/555086/XC882690_chunk_19.npy
Engystomops pustulosus,data/audio_specs/65448/iNat322031_chunk_18.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat630711_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC114061_chunk_5.npy
Falco sparverius,data/audio_specs/amekes/XC598753_chunk_9.npy
Allobates femoralis,data/audio_specs/21211/XC882658_chunk_23.npy
Rhinella horribilis,data/audio_specs/517119/iNat846254_chunk_3.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat48803_chunk_14.npy
Falco sparverius,data/audio_specs/amekes/XC254589_chunk_9.npy
Procyon lotor,data/audio_specs/41663/iNat382025_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat290712_chunk_11.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat1274792_chunk_1.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat1211725_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC661144_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC418510_chunk_4.npy
Scinax ruber,data/audio_specs/24322/XC882880_chunk_8.npy
Allobates femoralis,data/audio_specs/21211/XC882658_chunk_5.npy
Hyalinobatrachium tatayoi,data/audio_specs/65547/iNat1103224_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat313992_chunk_22.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat132256_chunk_3.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat583591_chunk_7.npy
Rhinella horribilis,data/audio_specs/517119/iNat100151_chunk_5.npy
